name,url,description,job_levels,languages,assessment_length,test_types,remote_testing,downloads
Customer Service - Short Form,https://www.shl.com/solutions/products/product-catalog/view/customer-service-short-form/,"The Customer Service Representative Solution is for entry-level positions that involve a high degree of interaction with customers in person or on the phone. Sample tasks for this job include, but are not limited to: taking orders; solving product or service issues; responding positively to difficult customers; referring unresolved issues to the appropriate individuals; providing information on products and/or services. Potential job titles that use this solution are: Account Service Representative, Account Representative, Customer Service Representative, and Customer Service Agent.","Entry-Level,","English (USA), English International,",Approximate Completion Time in minutes = 42,"A, B, P",No,"[{'name': 'Fact Sheet Customer Service One Sitting_USE', 'url': 'https://service.shl.com/docs/Fact Sheet Customer Service One Sitting_USE.pdf'}]"
Customer Service - Short Form - UK,https://www.shl.com/solutions/products/product-catalog/view/customer-service-short-form-uk/,"The Customer Service Representative solution is for entry-level positions that involve
a high degree of interaction with customers in person or on the phone. Sample tasks
for this job include, but are not limited to: taking orders; solving product or service
issues; responding positively to difficult customers; referring unresolved issues to the
appropriate individuals; providing information on products and/or services. Potential
job titles that use this solution are: Account Service Representative, Account
Representative, Customer Service Representative, and Customer Service Agent.","Entry-Level,","English International,",Approximate Completion Time in minutes = 42,"A, B, P",No,[]
Customer Service with Sales - Short Form,https://www.shl.com/solutions/products/product-catalog/view/customer-service-with-sales-short-form/,"The Customer Service with Sales solution is for entry-level positions that involve both providing service and support to customers and selling goods and services. Sample tasks for this job include, but are not limited to: taking orders; solving product or service issues; selling products and services; responding positively to difficult customers; adding new goods and services to existing accounts; providing information on products and/or services. Potential job titles that use this solution are: Account Service Representative, Account Representative, Customer Service Representative, and Sales Representative.","Entry-Level,","English (USA),",Approximate Completion Time in minutes = 44,"A, B, P",No,"[{'name': 'Fact Sheet Customer Service with Sales One Sitting_USE', 'url': 'https://service.shl.com/docs/Fact Sheet Customer Service with Sales One Sitting_USE.pdf'}]"
Director - Short Form,https://www.shl.com/solutions/products/product-catalog/view/director-short-form/,"The Director solution is intended for use with senior level positions responsible for the planning, directing, or coordinating key business activities and operations of companies. Duties and responsibilities include formulating policies, managing daily operations, and planning the use of materials and human resources. Potential job titles that use this solution are: Director, Regional Director, and Director of Operations.","Director,","English (USA),",Approximate Completion Time in minutes = 69,"A, B, P",No,"[{'name': 'Fact Sheet Director One Sitting USE', 'url': 'https://service.shl.com/docs/Fact Sheet Director One Sitting_USE.pdf'}]"
District/Regional Manager Solution,https://www.shl.com/solutions/products/product-catalog/view/districtregional-manager-solution/,"The District/Regional Manager solution is for mid- to senior-level managerial positions that oversee multiple stores within a defined area.  Sample tasks for these jobs include, but are not limited to: directing a group of supervisors or managers, having profit and loss responsibility for a district or region, and aligning work with overall company goals.  Potential job titles that use this solution are: Regional Director, District Manager, General Manager, Regional Manager, Store Manager, and Area Manager. There are multiple configurations and versions of this solution available.","Manager,","English (USA),",Approximate Completion Time in minutes = 65,"A, B, P",No,"[{'name': 'Fact Sheet District Regional Manager One Sitting_USE', 'url': 'https://service.shl.com/docs/Fact Sheet District Regional Manager One Sitting_USE.pdf'}]"
Entry Level Cashier 7.1 (Americas),https://www.shl.com/solutions/products/product-catalog/view/entry-level-cashier-7-1-%28americas%29/,"The Entry level Cashier 7.1 solution is for entry-level retail positions in which employees receive payment in the form of cash, check, or credit cards for goods purchased. Sample tasks for these jobs include, but are not limited to: handling payments, offering customer service, and issuing receipts and refunds. Potential job titles that use this solution are: Cashier, Sales Associate, and Clerk.","Entry-Level,","French (Canada), Latin American Spanish, English (USA), English International,",Approximate Completion Time in minutes = 18,"B, P, A",No,"[{'name': 'Candidate Report', 'url': 'https://service.shl.com/docs/Entry Level Cashier 7.1(Americas)_Sample Candidate Report_CFR.pdf'}, {'name': 'Detailed Report', 'url': 'https://service.shl.com/docs/Entry Level Cashier 7.1(Americas)_Sample Detailed Report_CFR.pdf'}, {'name': 'Interview Report', 'url': 'https://service.shl.com/docs/Entry Level Cashier 7.1(Americas)_Sample Interview Report_CFR.pdf'}, {'name': 'Candidate Report', 'url': 'https://service.shl.com/docs/Entry Level Cashier 7.1(Americas)_Sample Candidate Report_NAS.pdf'}, {'name': 'Detailed Report', 'url': 'https://service.shl.com/docs/Entry Level Cashier 7.1(Americas)_Sample Detailed Report_NAS.pdf'}, {'name': 'Interview Report', 'url': 'https://service.shl.com/docs/Entry Level Cashier 7.1(Americas)_Sample Interview Report_NAS.pdf'}, {'name': 'Candidate Report', 'url': 'https://service.shl.com/docs/Entry Level Cashier 7.1(Americas)_Sample Candidate Report_USE.pdf'}, {'name': 'Detailed Report', 'url': 'https://service.shl.com/docs/Entry Level Cashier 7.1(Americas)_Sample Detailed Report_USE.pdf'}, {'name': 'Interview Report', 'url': 'https://service.shl.com/docs/Entry Level Cashier 7.1(Americas)_Sample Interview Report_USE.pdf'}]"
Entry Level Cashier 7.1 (International),https://www.shl.com/solutions/products/product-catalog/view/entry-level-cashier-7-1-%28international%29/,"The Entry level Cashier 7.1 solution is for entry-level retail positions in which employees receive payment in the form of cash, check, or credit cards for goods purchased. Sample tasks for these jobs include, but are not limited to: handling payments, offering customer service, and issuing receipts and refunds. Potential job titles that use this solution are: Cashier, Sales Associate, and Clerk.","Entry-Level,","English (USA),",Approximate Completion Time in minutes = 18,"A, B, P",No,[]
Entry Level Customer Service 7.1 (Americas),https://www.shl.com/solutions/products/product-catalog/view/entry-level-customer-service-7-1-%28americas%29/,"The Entry Level Customer Service Solution (Retail and Contact Center) 7.1 is for entry-level positions in which employees interact with customers by providing information or carrying out customer requests related to an organizations products or services. Sample tasks for these jobs include, but are not limited to: interacting with customers on the phone or in person; taking orders; solving product or service issues; and responding positively to difficult or irate customers.“IMPORTANT! Please note that you will need to select the correct package depending on which norm you intend to use. The package available for this product is International, South Africa and Americas"".","Entry-Level,","German, Finnish, Portuguese (Brazil), English (USA), Norwegian, Dutch, Arabic, Swedish, French (Canada), Italian, Danish, English International, Chinese Simplified, Latin American Spanish, French,",Approximate Completion Time in minutes = 19,"C, P",No,"[{'name': 'Candidate Report', 'url': 'https://service.shl.com/docs/EntryLevelCustomerService7.1_(Retail & ContactCenter)_Americas_CandidateReport_INT.pdf'}, {'name': 'Detailed Report', 'url': 'https://service.shl.com/docs/EntryLevelCustomerService7.1_(Retail & ContactCenter)_Americas_DetailedReport_INT.pdf'}, {'name': 'Interview Report', 'url': 'https://service.shl.com/docs/EntryLevelCustomerService7.1_(Retail & ContactCenter)_Americas_InterviewReport_INT.pdf'}, {'name': 'Candidate Report', 'url': 'https://service.shl.com/docs/EntryLevelCustomerService7.1_(Retail & ContactCenter)_Americas_CandidateReport_CFR.pdf'}, {'name': 'Detailed Report', 'url': 'https://service.shl.com/docs/EntryLevelCustomerService7.1_(Retail & ContactCenter)_Americas_DetailedReport_CFR.pdf'}, {'name': 'Interview Report', 'url': 'https://service.shl.com/docs/EntryLevelCustomerService7.1_(Retail & ContactCenter)_Americas_InterviewReport_CFR.pdf'}, {'name': 'Candidate Report', 'url': 'https://service.shl.com/docs/EntryLevelCustomerService7.1_(Retail & ContactCenter)_Americas_CandidateReport_ELA.pdf'}, {'name': 'Detailed Report', 'url': 'https://service.shl.com/docs/EntryLevelCustomerService7.1_(Retail & ContactCenter)_Americas_DetailedReport_ELA.pdf'}, {'name': 'Interview Report', 'url': 'https://service.shl.com/docs/EntryLevelCustomerService7.1_(Retail & ContactCenter)_Americas_InterviewReport_ELA.pdf'}, {'name': 'Candidate Report', 'url': 'https://service.shl.com/docs/EntryLevelCustomerService7.1_(Retail & ContactCenter)_Americas_CandidateReport_USE.pdf'}, {'name': 'Detailed Report', 'url': 'https://service.shl.com/docs/EntryLevelCustomerService7.1_(Retail & ContactCenter)_Americas_DetailedReport_USE.pdf'}, {'name': 'Interview Report', 'url': 'https://service.shl.com/docs/EntryLevelCustomerService7.1_(Retail & ContactCenter)_Americas_InterviewReport_USE.pdf'}, {'name': 'Candidate Report', 'url': 'https://service.shl.com/docs/EntryLevelCustomerService7.1_(Retail & ContactCenter)_Americas_CandidateReport_ARB.pdf'}, {'name': 'Detailed Report', 'url': 'https://service.shl.com/docs/EntryLevelCustomerService7.1_(Retail & ContactCenter)_Americas_DetailedReport_ARB.pdf'}, {'name': 'Interview Report', 'url': 'https://service.shl.com/docs/EntryLevelCustomerService7.1_(Retail & ContactCenter)_Americas_InterviewReport_ARB.pdf'}, {'name': 'Candidate Report', 'url': 'https://service.shl.com/docs/EntryLevelCustomerService7.1_(Retail & ContactCenter)_Americas_CandidateReport_CHS.pdf'}, {'name': 'Detailed Report', 'url': 'https://service.shl.com/docs/EntryLevelCustomerService7.1_(Retail & ContactCenter)_Americas_DetailedReport_CHS.pdf'}, {'name': 'Interview Report', 'url': 'https://service.shl.com/docs/EntryLevelCustomerService7.1_(Retail & ContactCenter)_Americas_InterviewReport_CHS.pdf'}, {'name': 'Candidate Report', 'url': 'https://service.shl.com/docs/EntryLevelCustomerService7.1_(Retail & ContactCenter)_Americas_CandidateReport_DAN.pdf'}, {'name': 'Detailed Report', 'url': 'https://service.shl.com/docs/EntryLevelCustomerService7.1_(Retail & ContactCenter)_Americas_DetailedReport_DAN.pdf'}, {'name': 'Interview Report', 'url': 'https://service.shl.com/docs/EntryLevelCustomerService7.1_(Retail & ContactCenter)_Americas_InterviewReport_DAN.pdf'}, {'name': 'Candidate Report', 'url': 'https://service.shl.com/docs/EntryLevelCustomerService7.1_(Retail & ContactCenter)_Americas_CandidateReport_NED.pdf'}, {'name': 'Detailed Report', 'url': 'https://service.shl.com/docs/EntryLevelCustomerService7.1_(Retail & ContactCenter)_Americas_DetailedReport_NED.pdf'}, {'name': 'Interview Report', 'url': 'https://service.shl.com/docs/EntryLevelCustomerService7.1_(Retail & ContactCenter)_Americas_InterviewReport_NED.pdf'}, {'name': 'Candidate Report', 'url': 'https://service.shl.com/docs/EntryLevelCustomerService7.1_(Retail & ContactCenter)_Americas_CandidateReport_FIN.pdf'}, {'name': 'Detailed Report', 'url': 'https://service.shl.com/docs/EntryLevelCustomerService7.1_(Retail & ContactCenter)_Americas_DetailedReport_FIN.pdf'}, {'name': 'Interview Report', 'url': 'https://service.shl.com/docs/EntryLevelCustomerService7.1_(Retail & ContactCenter)_Americas_InterviewReport_FIN.pdf'}, {'name': 'Candidate Report', 'url': 'https://service.shl.com/docs/EntryLevelCustomerService7.1_(Retail & ContactCenter)_Americas_CandidateReport_FRA.pdf'}, {'name': 'Detailed Report', 'url': 'https://service.shl.com/docs/EntryLevelCustomerService7.1_(Retail & ContactCenter)_Americas_DetailedReport_FRA.pdf'}, {'name': 'Interview Report', 'url': 'https://service.shl.com/docs/EntryLevelCustomerService7.1_(Retail & ContactCenter)_Americas_InterviewReport_FRA.pdf'}, {'name': 'Candidate Report', 'url': 'https://service.shl.com/docs/EntryLevelCustomerService7.1_(Retail & ContactCenter)_Americas_CandidateReport_DEU.pdf'}, {'name': 'Detailed Report', 'url': 'https://service.shl.com/docs/EntryLevelCustomerService7.1_(Retail & ContactCenter)_Americas_DetailedReport_DEU.pdf'}, {'name': 'Interview Report', 'url': 'https://service.shl.com/docs/EntryLevelCustomerService7.1_(Retail & ContactCenter)_Americas_InterviewReport_DEU.pdf'}, {'name': 'Candidate Report', 'url': 'https://service.shl.com/docs/EntryLevelCustomerService7.1_(Retail & ContactCenter)_Americas_CandidateReport_ITA.pdf'}, {'name': 'Detailed Report', 'url': 'https://service.shl.com/docs/EntryLevelCustomerService7.1_(Retail & ContactCenter)_Americas_DetailedReport_ITA.pdf'}, {'name': 'Interview Report', 'url': 'https://service.shl.com/docs/EntryLevelCustomerService7.1_(Retail & ContactCenter)_Americas_InterviewReport_ITA.pdf'}, {'name': 'Candidate Report', 'url': 'https://service.shl.com/docs/EntryLevelCustomerService7.1_(Retail & ContactCenter)_Americas_CandidateReport_NOR.pdf'}, {'name': 'Detailed Report', 'url': 'https://service.shl.com/docs/EntryLevelCustomerService7.1_(Retail & ContactCenter)_Americas_DetailedReport_NOR.pdf'}, {'name': 'Interview Report', 'url': 'https://service.shl.com/docs/EntryLevelCustomerService7.1_(Retail & ContactCenter)_Americas_InterviewReport_NOR.pdf'}, {'name': 'Candidate Report', 'url': 'https://service.shl.com/docs/EntryLevelCustomerService7.1_(Retail & ContactCenter)_Americas_CandidateReport_SVE.pdf'}, {'name': 'Detailed Report', 'url': 'https://service.shl.com/docs/EntryLevelCustomerService7.1_(Retail & ContactCenter)_Americas_DetailedReport_SVE.pdf'}, {'name': 'Interview Report', 'url': 'https://service.shl.com/docs/EntryLevelCustomerService7.1_(Retail & ContactCenter)_Americas_InterviewReport_SVE.pdf'}, {'name': 'Candidate Report', 'url': 'https://service.shl.com/docs/EntryLevelCustomerService7.1_(Retail & ContactCenter)_Americas_CandidateReport_BRA.pdf'}, {'name': 'Detailed Report', 'url': 'https://service.shl.com/docs/EntryLevelCustomerService7.1_(Retail & ContactCenter)_Americas_DetailedReport_BRA.pdf'}, {'name': 'Interview Report', 'url': 'https://service.shl.com/docs/EntryLevelCustomerService7.1_(Retail & ContactCenter)_Americas_InterviewReport_BRA.pdf'}]"
Entry Level Customer Service 7.1 (International),https://www.shl.com/solutions/products/product-catalog/view/entry-level-customer-service-%28retail-and-cc%29-7-1/,"The Entry Level Customer Service Solution (Retail and Contact Center) 7.1 is for entry-level positions in which employees interact with customers by providing information or carrying out customer requests related to an organizations products or services. Sample tasks for these jobs include, but are not limited to: interacting with customers on the phone or in person; taking orders; solving product or service issues; and responding positively to difficult or irate customers.“IMPORTANT! Please note that you will need to select the correct package depending on which norm you intend to use. The package available for this product is International, South Africa and Americas"".","Entry-Level,","French, Dutch, English (USA), English International, Italian, German,",Approximate Completion Time in minutes = 19,"C, P",No,"[{'name': 'Candidate Report', 'url': 'https://service.shl.com/docs/EntryLevelCustomerService_(Retail and ContactCenter)_7.1_CandidateReport_UKE.pdf'}, {'name': 'Detailed Report', 'url': 'https://service.shl.com/docs/EntryLevelCustomerService_(Retail and ContactCenter)_7.1_DetailedReport_UKE.pdf'}, {'name': 'Interview Report', 'url': 'https://service.shl.com/docs/EntryLevelCustomerService_(Retail and ContactCenter)_7.1_InterviewReport_UKE.pdf'}, {'name': 'Interview Report', 'url': 'https://service.shl.com/docs/EntryLevelCustomerService_(Retail and ContactCenter)_7.1_InterviewReport_USE.pdf'}, {'name': 'Candidate Report', 'url': 'https://service.shl.com/docs/EntryLevelCustomerService_(Retail and ContactCenter)_7.1_CandidateReport_USE.pdf'}, {'name': 'Detailed Report', 'url': 'https://service.shl.com/docs/EntryLevelCustomerService_(Retail and ContactCenter)_7.1_DetailedReport_USE.pdf'}, {'name': 'Candidate Report', 'url': 'https://service.shl.com/docs/EntryLevelCustomerService_(Retail and ContactCenter)_7.1_CandidateReport_Dutch.pdf'}, {'name': 'Detailed Report', 'url': 'https://service.shl.com/docs/EntryLevelCustomerService_(Retail and ContactCenter)_7.1_DetailedReport_Dutch.pdf'}, {'name': 'Interview Report', 'url': 'https://service.shl.com/docs/EntryLevelCustomerService_(Retail and ContactCenter)_7.1_InterviewReport_Dutch.pdf'}, {'name': 'Candidate Report', 'url': 'https://service.shl.com/docs/EntryLevelCustomerService_(Retail and ContactCenter)_7.1_CandidateReport_French.pdf'}, {'name': 'Detailed Report', 'url': 'https://service.shl.com/docs/EntryLevelCustomerService_(Retail and ContactCenter)_7.1_DetailedReport_French.pdf'}, {'name': 'Interview Report', 'url': 'https://service.shl.com/docs/EntryLevelCustomerService_(Retail and ContactCenter)_7.1_InterviewReport_French.pdf'}, {'name': 'Candidate Report', 'url': 'https://service.shl.com/docs/EntryLevelCustomerService_(Retail and ContactCenter)_7.1_CandidateReport_German.pdf'}, {'name': 'Detailed Report', 'url': 'https://service.shl.com/docs/EntryLevelCustomerService_(Retail and ContactCenter)_7.1_DetailedReport_German.pdf'}, {'name': 'Interview Report', 'url': 'https://service.shl.com/docs/EntryLevelCustomerService_(Retail and ContactCenter)_7.1_InterviewReport_German.pdf'}, {'name': 'Candidate Report', 'url': 'https://service.shl.com/docs/EntryLevelCustomerService_(Retail and ContactCenter)_7.1_CandidateReport_ITA.pdf'}, {'name': 'Detailed Report', 'url': 'https://service.shl.com/docs/EntryLevelCustomerService_(Retail and ContactCenter)_7.1_DetailedReport_ITA.pdf'}, {'name': 'Interview Report', 'url': 'https://service.shl.com/docs/EntryLevelCustomerService_(Retail and ContactCenter)_7.1_InterviewReport_ITA.pdf'}]"
Entry Level Customer Service 7.1 (South Africa),https://www.shl.com/solutions/products/product-catalog/view/entry-level-customer-service-7-1-%28south-africa%29/,"The Entry Level Customer Service Solution (Retail and Contact Center) 7.1 is for entry-level positions in which employees interact with customers by providing information or carrying out customer requests related to an organization's products or services. Sample tasks for these jobs include but are not limited to interacting with customers on the phone or in person; taking orders; solving product or service issues; and responding positively to difficult or irate customers.  “IMPORTANT! Please note that you will need to select the correct package depending on which norm you intend to use. The package available for this product is International, South Africa and Americas"".","Entry-Level,","English International,",Approximate Completion Time in minutes = 19,"C, P",No,"[{'name': 'Candidate Report', 'url': 'https://service.shl.com/docs/EntryLevelCustomerService7.1_(Retail & ContactCenter)_SouthAfrica_CandidateReport_UKE.pdf'}, {'name': 'Detailed Report', 'url': 'https://service.shl.com/docs/EntryLevelCustomerService7.1_(Retail & ContactCenter)_SouthAfrica_DetailedReport_UKE.pdf'}, {'name': 'Interview Report', 'url': 'https://service.shl.com/docs/EntryLevelCustomerService7.1_(Retail & ContactCenter)_SouthAfrica_InterviewReport_UKE.pdf'}]"
Entry level Sales 7.1 (Americas),https://www.shl.com/solutions/products/product-catalog/view/entry-level-sales-7-1-%28americas%29/,"The Entry Level Sales 7.1 Solution is for entry-level positions in which employees proactively sell products or services to customers and have their compensation and/or performance based on sales revenue. Sample tasks for these jobs include, but are not limited to: promoting products to customers, persuading customers to buy products, and completing a transaction with a customer.","Entry-Level,","Portuguese (Brazil),",Approximate Completion Time in minutes = 20,"B, C, P",No,[]
Entry level Sales 7.1 (International),https://www.shl.com/solutions/products/product-catalog/view/entry-level-sales-7-1/,"The Entry Level Sales 7.1 Solution is for entry-level positions in which employees proactively sell products or services to customers and have their compensation and/or performance based on sales revenue. Sample tasks for these jobs include, but are not limited to: promoting products to customers, persuading customers to buy products, and completing a transaction with a customer.
Report Language Availability: English (USA), English International,     Portuguese, French Canadian, German, French, Chinese Simplified, Spanish, North American Spanish.","Entry-Level,","English (USA), Spanish, Latin American Spanish, French, German, French (Canada), English International, Chinese Simplified, Portuguese,",Approximate Completion Time in minutes = 20,"P, B, C",No,"[{'name': 'Candidate Report', 'url': 'https://service.shl.com/docs/EntryLevelSales7.1_CandidateReport_INT.pdf'}, {'name': 'Detailed Report', 'url': 'https://service.shl.com/docs/EntryLevelSales7.1_DetailedReport_INT.pdf'}, {'name': 'Interview Report', 'url': 'https://service.shl.com/docs/EntryLevelSales7.1_InterviewReport_INT.pdf'}, {'name': 'Candidate Report', 'url': 'https://service.shl.com/docs/EntryLevelSales7.1_CandidateReport_CFR.pdf'}, {'name': 'Detailed Report', 'url': 'https://service.shl.com/docs/EntryLevelSales7.1_DetailedReport_CFR.pdf'}, {'name': 'Interview Report', 'url': 'https://service.shl.com/docs/EntryLevelSales7.1_InterviewReport_CFR.pdf'}, {'name': 'Candidate Report', 'url': 'https://service.shl.com/docs/EntryLevelSales7.1_CandidateReport_ELA.pdf'}, {'name': 'Detailed Report', 'url': 'https://service.shl.com/docs/EntryLevelSales7.1_DetailedReport_ELA.pdf'}, {'name': 'Interview Report', 'url': 'https://service.shl.com/docs/EntryLevelSales7.1_InterviewReport_ELA.pdf'}, {'name': 'Candidate Report', 'url': 'https://service.shl.com/docs/EntryLevelSales7.1_CandidateReport_USE.pdf'}, {'name': 'Detailed Report', 'url': 'https://service.shl.com/docs/EntryLevelSales7.1_DetailedReport_USE.pdf'}, {'name': 'Interview Report', 'url': 'https://service.shl.com/docs/EntryLevelSales7.1_InterviewReport_USE.pdf'}, {'name': 'Candidate Report', 'url': 'https://service.shl.com/docs/EntryLevelSales7.1_CandidateReport_CHS.pdf'}, {'name': 'Detailed Report', 'url': 'https://service.shl.com/docs/EntryLevelSales7.1_DetailedReport_CHS.pdf'}, {'name': 'Interview Report', 'url': 'https://service.shl.com/docs/EntryLevelSales7.1_InterviewReport_CHS.pdf'}, {'name': 'Candidate Report', 'url': 'https://service.shl.com/docs/EntryLevelSales7.1_CandidateReport_FRA.pdf'}, {'name': 'Detailed Report', 'url': 'https://service.shl.com/docs/EntryLevelSales7.1_DetailedReport_FRA.pdf'}, {'name': 'Interview Report', 'url': 'https://service.shl.com/docs/EntryLevelSales7.1_InterviewReport_FRA.pdf'}, {'name': 'Candidate Report', 'url': 'https://service.shl.com/docs/EntryLevelSales7.1_CandidateReport_DEU.pdf'}, {'name': 'Detailed Report', 'url': 'https://service.shl.com/docs/EntryLevelSales7.1_DetailedReport_DEU.pdf'}, {'name': 'Interview Report', 'url': 'https://service.shl.com/docs/EntryLevelSales7.1_InterviewReport_DEU.pdf'}, {'name': 'Candidate Report', 'url': 'https://service.shl.com/docs/EntryLevelSales7.1_CandidateReport_PTG.pdf'}, {'name': 'Detailed Report', 'url': 'https://service.shl.com/docs/EntryLevelSales7.1_DetailedReport_PTG.pdf'}, {'name': 'Interview Report', 'url': 'https://service.shl.com/docs/EntryLevelSales7.1_InterviewReport_PTG.pdf'}, {'name': 'Candidate Report', 'url': 'https://service.shl.com/docs/EntryLevelSales7.1_CandidateReport_ESP.pdf'}, {'name': 'Detailed Report', 'url': 'https://service.shl.com/docs/EntryLevelSales7.1_DetailedReport_ESP.pdf'}, {'name': 'Interview Report', 'url': 'https://service.shl.com/docs/EntryLevelSales7.1_InterviewReport_ESP.pdf'}]"
